"sample_id","tree","Intercept","longitude_norm","latitude_norm","log_n_speakers_norm","n_segments_norm","delta_norm"
72,"heggarty2024",-5.81358041714045,0.311439593322223,-0.0215551267991406,0.052112626584128,0.0487028160532289,-0.149428401929785
73,"heggarty2024",-5.80594744655041,0.12781165064181,-0.082007507813728,-0.0504111732905653,-0.0636449125498848,-0.201288658090947
74,"heggarty2024",-5.99711265993234,0.114741865685955,0.00251615428178018,-0.0498128317934804,0.0780386425633573,-0.247584404655714
75,"heggarty2024",-5.8892999946581,0.0900931365958613,-0.0453707433746055,-0.176453193644837,0.0585106219069619,-0.14241520184325
76,"heggarty2024",-5.92721499690852,-0.0600015892891798,-0.147747366673897,-0.0657685404049619,-0.023627421574227,-0.0896993726052992
77,"heggarty2024",-5.86321435697136,0.014008523687659,-0.146314344581272,-0.0819435072860914,0.0549820236968353,-0.123854657242443
78,"heggarty2024",-5.79256559700149,0.221837452650135,-0.00216656205157288,0.0641080443525092,-0.0435848110516165,-0.0978060233766412
79,"heggarty2024",-5.78222057031937,0.240094015943034,0.0825285489081249,-0.00906673458664686,-0.233186121996261,-0.28031882919517
80,"heggarty2024",-5.99812906522282,0.226845013800616,-0.115977741758769,-0.0652376357718888,0.0716331404349274,-0.178275549467674
81,"heggarty2024",-5.87500113255475,0.242687299114066,0.0286407641717843,-0.288758250071593,-0.0666070502658281,-0.0592593687327617
82,"heggarty2024",-6.12368762825839,0.57613316404661,0.316600452115868,0.141666320695937,-0.181549360890916,0.111089126323865
83,"heggarty2024",-5.84760572662386,0.20402594828491,-0.0799069571358968,0.0345744154589124,-0.0292561911755348,-0.115946737974501
84,"heggarty2024",-5.86734866135345,0.204646751231271,-0.099032870298682,-0.0178350393679183,-0.157057611305208,-0.246049289577918
85,"heggarty2024",-5.94305997299447,0.1610370503297,-0.139824131397642,-0.0130757760220587,-0.00510551177378869,-0.133625312978333
86,"heggarty2024",-6.00627291101234,0.195885325445345,0.144055387734779,0.196677149337653,-0.0534913175758025,-0.075331613746939
87,"heggarty2024",-5.8329438165959,0.0822208613589475,-0.153590238706183,-0.0513147261054817,-0.0811078114342419,-0.148135179066813
88,"heggarty2024",-5.72035589415549,0.172955869701432,0.000157849326276452,-0.0169144771723398,0.0669359450832182,-0.0625791550461356
89,"heggarty2024",-5.97735165060467,0.254845307869137,0.114123775292855,-0.000147762060669642,0.0572583764051381,-0.116976388826921
90,"heggarty2024",-5.89844321421353,0.353537030114565,0.20522659790651,-0.0781055118054098,-0.0784742853351738,-0.114553212411086
91,"heggarty2024",-5.91677950720914,0.227381830747412,-0.108152159513996,-0.103154900335867,0.0777339284954122,-0.148453776591155
92,"heggarty2024",-5.72526802026068,0.00802897928757794,-0.00376911061010793,0.0128974345402283,-0.0773164445974486,-0.115218323388288
93,"heggarty2024",-5.79726086193933,0.00452537798802069,-0.277062291052495,-0.105748698275724,0.0657076919649503,-0.163565556841895
94,"heggarty2024",-5.66825274082005,0.302835639419885,0.106288285622087,0.0474107951920954,-0.0569337540050953,-0.185257998404827
95,"heggarty2024",-5.82528659965877,-0.131057229539008,-0.133589424409706,-0.0255014827668944,0.0439472344892965,-0.110799647791865
96,"heggarty2024",-5.771053812401,0.263858241479765,0.0586713760832354,0.0244567835408357,-0.0671304707931078,-0.0815923352887433
97,"heggarty2024",-5.86244858501291,0.276414951407391,0.0843460422248659,0.159390566314976,-0.130058859867631,-0.163455800024778
98,"heggarty2024",-5.88799013870965,0.170237840560978,-0.0899458847760476,-0.0473643777728172,-0.0875094111296935,-0.205931530035131
99,"heggarty2024",-5.97712915046236,-0.00653358155466166,-0.165294383708685,-0.00839296244451107,0.0421356248214427,-0.0736702417387691
100,"heggarty2024",-5.76305656223878,0.134423667997015,-0.0911228420303553,0.00512841720000333,0.02416126261547,-0.190351373021016
101,"heggarty2024",-5.99388482696891,0.0892586042770674,-0.0884555371016443,0.00693319676785349,-0.126062794675055,-0.0280296866854988
102,"heggarty2024",-5.58410298405795,0.0616247986243549,0.0159365465575518,-0.0649686946344215,-0.0200110112384116,-0.108548528771741
103,"heggarty2024",-5.78948611959938,0.141315489027216,-0.120561431380511,-0.0672001651488504,-0.086087380557004,-0.150618567887205
104,"heggarty2024",-5.84741568617063,0.142689650569508,-0.126700178655949,-0.0347166989600593,-0.0129878628906766,-0.08043623518213
105,"heggarty2024",-5.84737934147603,0.0579621121828488,-0.296747605980796,-0.0526235344057391,-0.163625548143053,-0.268915479816291
106,"heggarty2024",-6.02224028923986,0.110957353999705,-0.0227729723625705,-0.0708543127153876,-0.0255174561097567,-0.124890252630023
107,"heggarty2024",-5.86696393708913,-0.164504715471273,-0.246219299877079,0.0594458114065136,0.00292447389272594,-0.0656299171940937
108,"heggarty2024",-5.83883833322981,0.159185737005278,0.0095340631061226,-0.0521259592287048,0.0859572677584161,-0.164046145529609
109,"heggarty2024",-5.84660381009105,0.0700914865436031,-0.0657449527333568,-0.0150596991337694,-0.0624432871719772,-0.174628077314416
110,"heggarty2024",-5.76398346301897,0.112752899887628,-0.0859163211765797,0.012027318077976,0.0467419653509993,-0.14304279691838
111,"heggarty2024",-5.96276658688383,0.100359046020767,-0.136691258728643,-0.00341025808312581,-0.189261535572324,-0.1401290477038
112,"heggarty2024",-5.90508936234402,0.141748967736084,-0.111292190379086,-0.00242978478728602,-0.0341218783271157,-0.0295449378640406
113,"heggarty2024",-5.8541353179389,0.0751131885365742,-0.0600963799222023,-0.106119929904433,0.0978250694498446,-0.134592604334874
114,"heggarty2024",-5.78775333384395,0.092888389707088,-0.00982079720024198,-0.0528907746856184,0.0940973358276457,-0.057779377463684
115,"heggarty2024",-5.8731761555517,0.200584660803228,-0.0155295218175551,-0.0480342303130954,-0.115787223140771,-0.0244421093253677
116,"heggarty2024",-5.84389624130664,-0.28509033824762,-0.0739570426869522,-0.0782779577554801,0.0534109056125218,-0.188946892380706
117,"heggarty2024",-5.79852974678685,0.18813639748713,-0.11125302219624,0.0142708264720237,-0.104254307361921,-0.208721003311174
118,"heggarty2024",-5.75026419483965,0.24568746297527,0.0510090723948915,-0.140723834508748,-0.0907906478952467,-0.238082334115674
119,"heggarty2024",-5.94663151620013,0.0541823598791947,-0.15741085871534,-0.0320358861389299,-0.115629090089135,-0.127685604125045
120,"heggarty2024",-5.91367504544546,0.0794054819723184,-0.197452684571998,0.00563519053625123,-0.117423089593047,-0.117370638425271
121,"heggarty2024",-5.83204948768539,0.156602786963417,-0.0357128877304618,0.0875165082415927,0.189607969437468,-0.107630486935925
122,"heggarty2024",-5.74157482349993,0.110450878793857,0.034408693339306,0.00859764560440334,0.0712473364626668,0.00178089036274772
123,"heggarty2024",-5.88597176579055,0.207668350839489,0.0439824115255324,0.0602524476712648,-0.0780474016901679,-0.0246389230112876
124,"heggarty2024",-5.98164222510907,0.0210345681876963,-0.140051612745756,0.00355653397390036,0.095361384857873,-0.0590734112439189
125,"heggarty2024",-5.82163845983117,0.105058771373578,-0.0872041136076678,0.0669049976591689,-0.000616517643830188,-0.130246916443786
126,"heggarty2024",-5.94526366868505,0.0593361641249938,-0.143673563746933,0.0306010420284968,-0.0663084940932276,-0.171014914738628
127,"heggarty2024",-5.9485031763177,0.070646635652701,-0.0593756762101549,0.095835892422382,-0.0852570665268944,-0.144520770075123
128,"heggarty2024",-5.96515618046195,0.13027555830614,-0.209163301293073,-0.246346133861354,-0.141962002438356,-0.230063346909284
129,"heggarty2024",-5.73123240497771,0.230699991035857,0.0182026459247214,0.0538163883582129,-0.0460636559478183,-0.0170464001154831
130,"heggarty2024",-5.83333166654599,0.193415036454848,0.0220712844861,-0.000594112942491632,-0.0404749091277868,-0.0521204546490729
131,"heggarty2024",-5.71261571930468,-0.00325814376518047,-0.0671866616595827,0.145524648463554,-0.0426186781728803,-0.140733622223912
132,"heggarty2024",-5.82548060871662,0.0234483877097742,-0.163364941789093,0.0579462586827677,-0.114662944891862,-0.115767591662949
133,"heggarty2024",-5.68312030514164,0.0972687930004494,-0.0210000487617934,0.051043718534233,0.0347456422685565,-0.107626820498651
134,"heggarty2024",-5.92769570851355,0.206440736057336,-0.00115638741700173,0.0472426519169535,-0.131026039489948,-0.152550677041245
135,"heggarty2024",-5.73349948810047,0.0282109294146556,-0.11529241688733,-0.00785818703024974,-0.0640666788347509,-0.0704312360061783
136,"heggarty2024",-5.8036615694409,0.151195860859878,-0.0919228165581625,0.0931655086984724,-0.0468922890980644,-0.102854973032969
137,"heggarty2024",-5.80443565111922,0.250074926880109,-0.25309863393311,-0.109232584950138,-0.0216605554608238,-0.22345204202156
138,"heggarty2024",-5.9952311181441,0.220756207972494,0.24449368376472,0.0258519566756515,-0.100481104037138,0.152867588571588
139,"heggarty2024",-5.7521675151529,0.0221948940114488,-0.0882469357642696,-0.0525190712810688,-0.0916801615374342,-0.119548089444945
140,"heggarty2024",-5.85597307281203,0.374211629894064,0.0269338910563981,-0.023666967735015,-0.0486723299084006,-0.23615992119249
141,"heggarty2024",-5.93722262966051,0.0625412098910329,-0.108979078192845,-0.0489541585649746,-0.00662605683128347,-0.0935266157458697
142,"heggarty2024",-5.93056475918596,0.134923168444141,0.0774387936124788,-0.115178073391233,-0.0912079613811282,-0.0673763323732181
143,"heggarty2024",-6.00287822263668,0.239460099061998,-0.20104528449126,-0.0872420661462234,-0.138657098613305,-0.109994308528918
144,"heggarty2024",-5.74697093609647,0.304473670721237,0.154633306003719,0.108855697727674,-0.0120804655501528,-0.0447892034335205
145,"heggarty2024",-5.77173264344077,0.0258063003593623,-0.159995578171433,-0.173855578302546,0.0678503740837713,-0.313481195856376
146,"heggarty2024",-5.91685363839443,-0.0265342092149182,-0.188908397510716,-0.0485682619511867,0.101539151404243,-0.172989985488829
147,"heggarty2024",-5.88431854368835,-0.127984838020819,-0.219421712653744,0.0131523402299493,0.0636590098059455,0.016133771179012
148,"heggarty2024",-5.96641664297896,0.386414364736446,0.262661238449178,0.0277073696893319,-0.0966240334387615,-0.0273908922253838
149,"heggarty2024",-5.83737394500761,0.253774194484892,-0.0229466313612388,0.0693847561590071,-0.0819256085866449,-0.114554961693438
150,"heggarty2024",-5.63013960333398,0.118397470702117,0.0240922855388037,-0.00974210821903098,0.0909732992066307,-0.126199710461971
151,"heggarty2024",-5.70259888217704,0.191863672391662,-0.256489952842289,-0.0314731329790698,0.00853955127723796,-0.280115580731276
152,"heggarty2024",-5.72266281894965,-0.0989128600660796,0.168645673054373,-0.141546837855307,0.00952491228569143,-0.024278479625877
153,"heggarty2024",-5.52410952805862,0.0871980182275977,0.0292284299149375,-0.104992720339632,0.00784927223591356,-0.107491084616205
154,"heggarty2024",-5.88304655657188,0.312929922350424,0.0401755851610808,-0.0505190023957893,-0.0435705274710482,-0.225149600827609
155,"heggarty2024",-5.84116433993328,0.0602342492617353,-0.209325372157587,0.0453899350211736,-0.117593005471834,-0.100802365566533
156,"heggarty2024",-5.81197072623352,0.0616563786191946,-0.102287549793469,0.0287650982272441,0.0247078080980297,-0.147697826571985
157,"heggarty2024",-5.95815187989155,-0.0166161327130968,0.019704261547655,-0.0641844206555075,-0.119975849654221,-0.0602096284449952
158,"heggarty2024",-5.76739774085655,0.00410855859907888,-0.131877406485661,-0.00923458074134533,-0.042471339857698,-0.0483331993139344
159,"heggarty2024",-5.86327056841954,0.248819201396518,0.0157273454117331,0.0298280967453608,-0.0381252113722271,-0.18551976625924
160,"heggarty2024",-5.80736512452383,0.281228222643842,0.20100807729885,0.0550985779875166,-0.0775906483661922,-0.119714072442446
161,"heggarty2024",-5.79539500485567,-0.0583824076433719,-0.114270320991416,-0.015591551330297,0.024663037183994,-0.198233943717081
162,"heggarty2024",-5.79828776367123,0.40461860379872,-0.0166425808718807,-0.110300554526894,-0.185536070196967,-0.274017565659562
163,"heggarty2024",-5.76571087741169,0.136306120236356,-0.0705834898466592,-0.0559786546539039,-0.102669869514969,-0.179301916180689
164,"heggarty2024",-5.88038162231333,0.119120086358089,-0.0144627377800645,0.0978511774156414,0.034037777107061,-0.0524299026763419
165,"heggarty2024",-5.67119017671325,0.183480751850779,0.0690531891237257,0.0174600459797285,0.136648675602628,0.103529011989988
166,"heggarty2024",-5.78552094028259,0.0295438730830598,-0.0958944304559311,-0.0897246078926879,0.0279206249992301,-0.13116833180241
167,"heggarty2024",-5.90979711397118,0.256568930997962,-0.00982793149025824,0.0382431183354275,-0.0560840525491977,0.0323201419204507
168,"heggarty2024",-5.89052406228723,0.0913505224546551,-0.0884377658951527,-0.0479847401375069,0.0170989536833938,-0.146620021320536
169,"heggarty2024",-5.87654975007482,0.144805065817065,-0.112023987686901,-0.0335282905713289,-0.0190910155819552,-0.14215467500478
170,"heggarty2024",-5.87727822332635,0.0988385953614268,-0.234599312106521,-0.108026158802542,-0.0202256837303678,-0.150626550274936
171,"heggarty2024",-5.72604755240357,0.234605733270278,-0.127796775584451,-0.120846330234315,0.147189798147293,-0.231157615082904
172,"heggarty2024",-5.86464583779594,0.27221181925354,0.0147462659532656,0.0523656828787333,-0.0360441468308167,-0.0793062532274245
173,"heggarty2024",-5.88241719111211,0.241465017732488,-0.131794230722216,0.0026077050404081,-0.11983185336814,-0.132003918168381
174,"heggarty2024",-5.91837717751953,0.111424926405416,-0.0702745968788027,-0.0291399988072286,0.0509051149842863,-0.182045991037863
175,"heggarty2024",-5.85477204279688,0.21385084366841,-0.0227596426130112,-0.151818536226995,0.0652373985135967,-0.138276525255199
176,"heggarty2024",-5.93324691513322,0.1840337716436,0.00762949928104967,-0.0737322131974065,-0.0275452393833277,-0.127675318691303
177,"heggarty2024",-5.70024304465035,0.0652415287990088,-0.0902657316287892,-0.0995387750700786,0.0910226358880288,-0.171567226087312
178,"heggarty2024",-5.40863599779141,0.0957296104149826,0.0204051047884112,-0.146058776011602,0.074586995710213,-0.263229851723549
179,"heggarty2024",-5.77161699066415,0.115672666934482,0.044320841422866,-0.0324327727367208,0.0726823440734505,-0.170780699559695
180,"heggarty2024",-5.86741967042397,0.181121155101987,0.00469180999334394,0.123284914403934,-0.0302126531658403,-0.0744652511878224
181,"heggarty2024",-6.18362135707381,-0.0482076024793422,-0.0190996148208635,-0.0968658673771723,0.143610716590891,-0.0996041042009324
182,"heggarty2024",-5.83243850904403,0.139233261482165,-0.103415533691051,-0.0261531472851022,0.0163423010616721,-0.230657965920071
183,"heggarty2024",-5.97950439506966,-0.00128664538203923,-0.20980234613552,-0.0353282419281483,0.134908565873334,-0.156240572459497
184,"heggarty2024",-5.73693118138805,0.0811887330481438,-0.173477000172008,-0.0785974284650172,0.0944404395454392,-0.151213748242045
185,"heggarty2024",-5.82173391021563,0.277022225973332,0.0759819775940758,0.101157539209168,-0.147775286788897,-0.111781169642516
186,"heggarty2024",-5.68753591267708,0.131536399664392,0.0228493994062348,-0.0026311355077871,0.00256246873584966,-0.087002444044633
187,"heggarty2024",-5.82389137694466,-0.0237531660813169,-0.170232174359687,-0.0317367622146234,-0.0764276119645743,-0.192377607681664
188,"heggarty2024",-5.9951211090273,0.145234308062473,-0.0273053082534421,-0.038106237585056,-0.0354363366825227,-0.121644085768357
189,"heggarty2024",-5.62849637882758,0.0115890555756223,0.113193351186702,0.0290252605761213,-0.0219908521311222,-0.250246411297535
190,"heggarty2024",-5.80181920903517,0.315298035100019,0.0807711885988329,0.0597891390819983,-0.0442112371153542,-0.103531676923371
191,"heggarty2024",-5.77978470818783,0.119648023691497,-0.225139556283664,-0.153956644589139,-0.126400458050978,-0.119660314317577
192,"heggarty2024",-5.77501901054813,0.264386661792824,-0.118100035820889,-0.0495638924847765,-0.00788187000845387,0.0294851169512992
193,"heggarty2024",-5.7854116742913,0.0986693801097082,0.0593125316198536,-0.0233973876979865,0.0673577219760371,-0.148673121748906
194,"heggarty2024",-5.83880776262751,0.181668675702767,-0.00764207804594456,0.00408071494937298,-0.00510436791400593,-0.144101354520781
195,"heggarty2024",-5.77404688635944,0.109433611116089,-0.224858402523897,-0.146176002293674,-0.023351841542336,-0.0970978242513837
196,"heggarty2024",-5.66485925156104,-0.15935334443907,-0.0487693253936106,-0.0148340481688093,-0.144464023427746,-0.150583251359678
197,"heggarty2024",-5.97060542696113,0.0326247489543723,-0.191463449894049,-0.108865668910276,0.0356779207444553,-0.023058371648391
198,"heggarty2024",-5.92307549059022,0.0756933783460559,-0.193418661227618,-0.081167001597391,-0.0483385282831073,-0.152946706277019
199,"heggarty2024",-6.02535824031131,-0.143627307982659,-0.23348217428366,-0.05949357590574,-0.0868766207015799,-0.211167925950253
200,"heggarty2024",-5.88620988439303,0.14131542112853,-0.123040109750154,-0.188662535240402,0.0667472459488802,-0.127497710737051
201,"heggarty2024",-5.80205244941047,0.0844499677878282,-0.115529449126997,-0.0793162854171636,-0.0390331335040024,-0.218727887714496
202,"heggarty2024",-5.72077706163519,0.250530558118412,0.139803531954228,-0.0738041986597267,-0.096756760571274,-0.0382499782806629
203,"heggarty2024",-5.83173528974513,0.0447732875462098,-0.0459496134332519,0.0160407133693349,-0.085984458818533,-0.122940404940746
204,"heggarty2024",-5.87904482670831,-0.030561822471734,-0.29353302117283,-0.0981764306310928,-0.103208237724432,-0.112303292790808
205,"heggarty2024",-5.8821704080777,0.0772117240777865,-0.0839323747991169,0.0724960752570358,-0.0816320880918909,-0.139461869225688
206,"heggarty2024",-5.7935950930764,0.14356600616004,-0.0831760513815242,0.0269533949857044,-0.161305714897155,-0.206713362286656
207,"heggarty2024",-5.83348383400054,0.295389668327235,0.0924310215659627,0.00758851518062005,-0.00335814697599977,-0.18126306441326
208,"heggarty2024",-5.81533889126521,0.125557546780852,-0.0713147831270804,-0.00368966885819183,-0.0890414113153957,-0.0923753470866244
209,"heggarty2024",-5.88764227001894,-0.00293958056411965,-0.0627060315665568,0.17302051653707,-0.0362300868448526,-0.0203261424626827
210,"heggarty2024",-5.81028129504059,0.0490396698212386,-0.223105025955027,-0.112751980844687,-0.0854005524266284,-0.111174717826619
211,"heggarty2024",-5.79310749320328,0.164375494168597,0.0537445419551164,0.114320441086979,-0.0157989751514526,-0.173234483672728
212,"heggarty2024",-5.93684592555837,0.0951461623948196,-0.170623424765374,-0.0560833566759687,0.0320817768852815,-0.191724884602486
213,"heggarty2024",-5.7788965805042,0.0719730458367183,-0.152625385633795,-0.101306303691136,-0.0368097903939266,-0.254119313476768
214,"heggarty2024",-5.75593027556908,0.264027841371366,-0.0573116500133601,-0.0723977466162896,-0.119158547533478,-0.0998783200525691
215,"heggarty2024",-5.87770848577588,0.17604358786975,-0.0197577627104644,-0.102421390024778,-0.0223259661094545,-0.222853949920645
